,name,price,sex,jewel_type,brand,material,color,index,age,income
4494,Bracelet with pearls,100,Women,Bracelet,Haritidis,Gold 14ct.,Gold,50,22,<=50K
4495,Bracelet with pearls,110,Women,Bracelet,Haritidis,Gold 14ct.,Gold,3000,32,<=50K
4496,Bracelet with pearls,100,Women,Bracelet,Haritidis,Gold 14ct.,Gold,3767,34,<=50K
4497,Bracelet with pearls,110,Women,Bracelet,Haritidis,Gold 14ct.,Gold,6914,45,>50K
4498,Bracelet with pearls,110,Women,Bracelet,Haritidis,Gold 14ct.,Gold,1713,28,<=50K
4499,Bracelet with pearls,110,Women,Bracelet,Haritidis,Gold 14ct.,Gold,6810,44,<=50K
4500,Bracelet with pearls,100,Women,Bracelet,Haritidis,Gold 14ct.,Gold,6057,41,<=50K
4501,Bracelet with pearls,110,Women,Bracelet,Haritidis,Gold 14ct.,Gold,4177,35,>50K
4502,Earrings with sapphire,2000,Women,Earrings,Haritidis,Gold 18ct.,White,7895,50,>50K
4503,Earrings with diamonds,1950,Women,Earrings,Haritidis,Gold 18ct.,Rose,335,23,<=50K
4504,Earrings rings with diamonds,2150,Women,Earrings,Haritidis,Gold 18ct.,White,7798,49,>50K
4505,Bracelet with riviera with diamonds,2900,Women,Bracelet,Haritidis,Gold 18ct.,Rose,1057,26,<=50K
4506,Bracelet riviera with diamonds,2320,Women,Bracelet,Haritidis,Gold 18ct.,White,6905,45,>50K
4507,Bracelet with ruby,1720,Women,Bracelet,Haritidis,Gold 18ct.,Rose,6567,43,>50K
4508,Ring with diamonds,1570,Women,Ring,Haritidis,Gold 18ct.,White,3468,33,<=50K
4509,Ring with diamonds,8450,Women,Ring,Haritidis,Gold 18ct.,White & Rose,2244,30,<=50K
4510,Ring with diamonds,3400,Women,Ring,Haritidis,Gold 14ct.,Rose,5421,39,<=50K
4511,Necklace Tree her life,160,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1368,27,<=50K
4512,Earrings tear,320,Women,Earrings,Haritidis,Gold 14ct.,White,3157,33,<=50K
4513,Ring pearl,170,Women,Ring,Haritidis,Gold 14ct.,White,2718,31,<=50K
4514,Ring pearl,170,Women,Ring,Haritidis,Gold 14ct.,Gold,1637,28,<=50K
4515,Necklace Tree her life,175,Women,Necklaces,Haritidis,Gold 14ct.,Rose,2968,32,<=50K
4516,Earrings rings,65,Women,Earrings,Haritidis,Gold 14ct.,White,2726,31,<=50K
4517,Earrings rings,95,Women,Earrings,Haritidis,Gold 14ct.,White,7933,50,>50K
4518,Earrings rings,65,Women,Earrings,Haritidis,Gold 14ct.,Gold,252,23,<=50K
4519,Earrings rings,95,Women,Earrings,Haritidis,Gold 14ct.,Gold,2078,29,<=50K
4520,Necklace Stavros,150,Women,Necklaces,Haritidis,Gold 14ct.,Gold,3360,33,<=50K
4521,Bracelet chain,550,Unisex,Bracelet,Haritidis,Gold 14ct.,Gold,4976,38,<=50K
4522,Bracelet chain,1450,Unisex,Bracelet,Haritidis,Gold 14ct.,Gold,6113,41,<=50K
4523,Stavros with diamonds,450,Women,Cross,Haritidis,Gold 18ct.,Gold,2027,29,<=50K
4524,Necklace eye,130,Women,Necklaces,Haritidis,Gold 14ct.,Rose,2378,30,<=50K
4525,Bracelet Fossil,83,Women,Bracelet,Fossil,Stainless Steel,Rose,4885,37,<=50K
4526,Solitaire Ring,370,Women,Ring,Haritidis,Gold 18ct.,White,3913,35,>50K
4527,Necklace mother-child,160,Women,Necklaces,Haritidis,Gold 14ct.,Gold,6038,41,<=50K
4528,Bracelet with pearls,150,Women,Bracelet,Haritidis,Gold 14ct.,White,1898,29,<=50K
4529,Bracelet with pearls,105,Women,Bracelet,Haritidis,Gold 14ct.,White,6470,43,>50K
4530,Bracelet roses,105,Women,Bracelet,Haritidis,Gold 14ct.,Rose,4974,38,<=50K
4531,Ring rosette,295,Women,Ring,Haritidis,Gold 14ct.,White,2512,31,>50K
4532,Earrings monopetra,85,Women,Earrings,Haritidis,Gold 14ct.,Gold,392,24,<=50K
4533,Earrings monopetra,215,Women,Earrings,Haritidis,Gold 14ct.,Gold,3565,34,>50K
4534,Earrings monopetra,90,Women,Earrings,Haritidis,Gold 14ct.,White,6955,45,>50K
4535,Earrings monopetra,200,Women,Earrings,Haritidis,Gold 14ct.,White,2904,32,<=50K
4536,Earrings with pearl,145,Women,Earrings,Haritidis,Gold 14ct.,White,4922,37,<=50K
4537,Earrings with pearl,265,Women,Earrings,Haritidis,Gold 14ct.,White,75,22,<=50K
4538,Stavros male,275,Men,Cross,Haritidis,Gold 14ct.,Gold,3593,34,<=50K
4539,Stavros male,660,Men,Cross,Haritidis,Gold 14ct.,White & Gold,6959,45,>50K
4540,Stavros male,310,Men,Cross,Haritidis,Gold 14ct.,White,230,23,<=50K
4541,Stavros female,310,Women,Cross,Haritidis,Gold 14ct.,White,7603,48,>50K
4542,Earrings billy,135,Women,Earrings,Haritidis,Gold 14ct.,Gold,2482,31,>50K
4543,Earrings billy,115,Women,Earrings,Haritidis,Gold 14ct.,Gold,4046,35,<=50K
4544,Earrings billy,65,Women,Earrings,Haritidis,Gold 14ct.,Gold,1954,29,>50K
4545,Earrings rosette,100,Women,Earrings,Haritidis,Gold 14ct.,Gold,6228,42,>50K
4546,Earrings rosette,100,Women,Earrings,Haritidis,Gold 14ct.,Gold,3506,34,<=50K
4547,Earrings monopetra,65,Women,Earrings,Haritidis,Gold 14ct.,Gold,5061,38,<=50K
4548,Earrings monopetra,65,Women,Earrings,Haritidis,Gold 14ct.,Gold,818,25,<=50K
4549,Earrings monopetra,75,Women,Earrings,Haritidis,Gold 14ct.,Gold,7002,45,<=50K
4550,Earrings monopetra,90,Women,Earrings,Haritidis,Gold 14ct.,Gold,2011,29,<=50K
4551,Earrings monopetra,90,Women,Earrings,Haritidis,Gold 14ct.,Gold,109,23,<=50K
4552,Earrings monopetra,90,Women,Earrings,Haritidis,Gold 14ct.,Gold,6520,43,>50K
4553,Earrings monopetra,90,Women,Earrings,Haritidis,Gold 14ct.,Gold,2856,32,>50K
4554,Earrings woman,90,Women,Earrings,Haritidis,Gold 14ct.,Gold,154,23,<=50K
4555,Earrings stars,120,Women,Earrings,Haritidis,Gold 14ct.,Gold,2447,31,>50K
4556,Earrings heart,110,Women,Earrings,Haritidis,Gold 14ct.,Gold,3042,32,<=50K
4557,Ring rosette,505,Women,Ring,Haritidis,Gold 14ct.,White,6427,43,<=50K
4558,Earrings woman,290,Women,Earrings,Haritidis,Gold 14ct.,White,1147,27,<=50K
4559,Earrings pearl,145,Women,Earrings,Haritidis,Gold 14ct.,White,1914,29,<=50K
4560,Earrings pearl,220,Women,Earrings,Haritidis,Gold 14ct.,Gold,4428,36,<=50K
4561,Earrings monopetra,90,Women,Earrings,Haritidis,Gold 14ct.,Gold,1161,27,<=50K
4562,Stavros male,260,Men,Cross,Haritidis,Gold 14ct.,White & Gold,5667,40,>50K
4563,Stavros male,230,Men,Cross,Haritidis,Gold 14ct.,White & Gold,2780,31,>50K
4564,Stavros male,255,Men,Cross,Haritidis,Gold 14ct.,White,6222,42,>50K
4565,Stavros male,255,Men,Cross,Haritidis,Gold 14ct.,White & Gold,3099,32,<=50K
4566,Necklace tear,145,Women,Necklaces,Haritidis,Gold 14ct.,White,4588,36,<=50K
4567,Necklace woman,115,Women,Necklaces,Haritidis,Gold 14ct.,White,5366,39,>50K
4568,Necklace heart-pearl,105,Women,Necklaces,Haritidis,Gold 14ct.,Gold,317,23,<=50K
4569,Necklace shell-pearl,145,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1209,27,<=50K
4570,Necklace tear,150,Women,Necklaces,Haritidis,Gold 14ct.,Gold,426,24,<=50K
4571,Necklace infinity-heart,140,Women,Necklaces,Haritidis,Gold 14ct.,Gold,6106,41,>50K
4572,Ring rosette,240,Women,Ring,Haritidis,Gold 14ct.,Rose,452,24,<=50K
4573,Ring with topaz,340,Women,Ring,Haritidis,Gold 14ct.,Rose,4711,37,<=50K
4574,Necklace with topaz,430,Women,Necklaces,Haritidis,Gold 18ct.,White,2427,30,>50K
4575,Earrings topaz,580,Women,Earrings,Haritidis,Gold 18ct.,Rose,1370,27,<=50K
4576,Topaz Earrings,790,Women,Earrings,Haritidis,Gold 18ct.,White,7927,50,>50K
4577,Bracelet Skagen Anette Rose-Tone Charm,49,Women,Bracelet,Skagen,Stainless Steel,Rose,2888,32,<=50K
4578,Bracelet Skagen Anette Silver-Tone Charm,49,Women,Bracelet,Skagen,Stainless Steel,White,3182,33,>50K
4579,Necklace Fossil Rose Quartz,44,Women,Necklaces,Fossil,Stainless Steel,Gold,3882,35,>50K
4580,Bracelet Fossil Teardrop Rose Quartz,52,Women,Bracelet,Fossil,Stainless Steel,Rose,1573,28,<=50K
4581,Necklace Fossil Triangle,83,Women,Necklaces,Fossil,Stainless Steel,Rose,306,23,<=50K
4582,Bracelet Fossil Triangle Double,83,Women,Bracelet,Fossil,Stainless Steel,Rose,5066,38,<=50K
4583,Bracelet Fossil,52,Women,Bracelet,Fossil,Stainless Steel,Rose,7730,49,<=50K
4584,Bracelet Anchor Signum Coordinates IP Rose Gold Grey,51,Unisex,Bracelet,Paul Hewitt,Stainless Steel,Rose,1062,26,<=50K
4585,Earrings Paul Hewitt Northern Delight Stainless Steel,36,Women,Earrings,Paul Hewitt,Stainless Steel,White,852,26,<=50K
4586,Earrings Paul Hewitt Northern Delight IP Gold,36,Women,Earrings,Paul Hewitt,Stainless Steel,White & Gold,5547,39,<=50K
4587,Earrings Paul Hewitt Northern Delight IP Rose Gold,36,Women,Earrings,Paul Hewitt,Stainless Steel,White & Rose,7696,48,<=50K
4588,Bracelet Anchor PHREP Lite IP Rose Gold Raspberry,36,Unisex,Bracelet,Paul Hewitt,Stainless Steel,Rose,3154,33,<=50K
4589,Bracelet Anchor Signum Coordinates IP Rose Gold Black,51,Unisex,Bracelet,Paul Hewitt,Stainless Steel,Rose,6409,42,<=50K
4590,Stavros male,320,Men,Cross,Haritidis,Gold 14ct.,Gold,5085,38,<=50K
4591,Bracelet handcuff,380,Women,Bracelet,Haritidis,Gold 14ct.,White & Gold,5173,38,<=50K
4592,Bracelet handcuff,350,Women,Bracelet,Haritidis,Gold 14ct.,Gold,4174,35,<=50K
4593,Earrings rosette,155,Women,Earrings,Haritidis,Gold 14ct.,Gold,1207,27,<=50K
4594,Pearl earrings,325,Women,Earrings,Haritidis,Gold 14ct.,Gold,4863,37,<=50K
4595,Earrings monopetra,150,Women,Earrings,Haritidis,Gold 14ct.,White,7401,47,>50K
4596,Earrings monopetra,110,Women,Earrings,Haritidis,Gold 14ct.,Gold,6165,42,>50K
4597,Earrings monopetra,170,Women,Earrings,Haritidis,Gold 14ct.,Gold,2382,30,<=50K
4598,Stavros female,45,Women,Cross,Haritidis,Gold 14ct.,White,5245,38,>50K
4599,Stavros female,45,Women,Cross,Haritidis,Gold 14ct.,Gold,816,25,<=50K
4600,Earrings with pearl,490,Women,Earrings,Haritidis,Gold 18ct.,Gold,7858,49,<=50K
4601,Virgin - Konstantinato,175,Women,Religious jewels,Haritidis,Gold 14ct.,White & Gold,2791,31,<=50K
4602,Virgin-Crucifixion,175,Women,Religious jewels,Haritidis,Gold 14ct.,White & Gold,5853,40,<=50K
4603,Jesus,175,Women,Religious jewels,Haritidis,Gold 14ct.,White & Gold,5675,40,<=50K
4604,Jesus,150,Women,Religious jewels,Haritidis,Gold 14ct.,White & Gold,720,25,<=50K
4605,Konstantinato - Virgin,160,Women,Religious jewels,Haritidis,Gold 14ct.,White & Gold,5483,39,<=50K
4606,Virgin,165,Women,Religious jewels,Haritidis,Gold 14ct.,White & Gold,4646,37,>50K
4607,Necklace Eyewear,170,Women,Necklaces,Haritidis,Gold 14ct.,Gold,6330,42,>50K
4608,Necklace Eyewear,130,Women,Necklaces,Haritidis,Gold 14ct.,Gold,4057,35,>50K
4609,Necklace Eyewear,130,Women,Necklaces,Haritidis,Gold 14ct.,Gold,2652,31,>50K
4610,Necklace Eyewear,125,Women,Necklaces,Haritidis,Gold 14ct.,Gold,2381,30,<=50K
4611,Necklace Eyewear,140,Women,Necklaces,Haritidis,Gold 14ct.,Gold,7346,47,<=50K
4612,Necklace Eyewear,130,Women,Necklaces,Haritidis,Gold 14ct.,Gold,559,24,<=50K
4613,Necklace Eyewear,125,Women,Necklaces,Haritidis,Gold 14ct.,Gold,2720,31,<=50K
4614,Necklace Eyewear,120,Women,Necklaces,Haritidis,Gold 14ct.,Gold,7475,47,<=50K
4615,Necklace Eyewear,130,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1353,27,<=50K
4616,Necklace mommy,160,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1640,28,<=50K
4617,Necklace London,580,Women,Necklaces,Haritidis,Gold 14ct.,White,3111,32,>50K
4618,Necklace origami,120,Women,Necklaces,Haritidis,Gold 14ct.,White & Gold,6527,43,>50K
4619,Necklace name,200,Women,Necklaces,Haritidis,Gold 14ct.,Gold,2926,32,<=50K
4620,Necklace name,220,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1915,29,<=50K
4621,Necklace name,245,Women,Necklaces,Haritidis,Gold 14ct.,Gold,4472,36,<=50K
4622,Necklace Name,150,Women,Necklaces,Haritidis,Gold 14ct.,White & Gold,3786,34,<=50K
4623,Necklace name,155,Women,Necklaces,Haritidis,Gold 14ct.,White & Gold,1872,29,>50K
4624,Necklace name,145,Women,Necklaces,Haritidis,Gold 14ct.,Gold,819,25,<=50K
4625,Necklace Name,175,Women,Necklaces,Haritidis,Gold 14ct.,Gold,305,23,<=50K
4626,Ring late,460,Women,Ring,Haritidis,Gold 18ct.,Gold,1875,29,>50K
4627,Ring topaz,640,Women,Ring,Haritidis,Gold 18ct.,White,4224,35,<=50K
4628,Monoch Ring,1000,Women,Ring,Haritidis,Gold 18ct.,White & Rose,6782,44,<=50K
4629,Ring late,450,Women,Ring,Haritidis,Gold 18ct.,Rose,5842,40,>50K
4630,Ring late,490,Women,Ring,Haritidis,Gold 18ct.,Rose,5299,39,>50K
4631,Serpent ring with diamonds,1090,Women,Ring,Haritidis,Gold 18ct.,White,6926,45,<=50K
4632,Ring halfway,1100,Women,Ring,Haritidis,Gold 18ct.,White,2653,31,<=50K
4633,Ring late,530,Women,Ring,Haritidis,Gold 18ct.,White,310,23,<=50K
4634,Monoch Ring,900,Women,Ring,Haritidis,Gold 18ct.,White,1568,28,<=50K
4635,Solitaire Ring,1100,Women,Ring,Haritidis,Gold 18ct.,White,2327,30,<=50K
4636,Diamond Ring,630,Women,Ring,Haritidis,Gold 18ct.,White,1790,29,<=50K
4637,Monoch Ring,700,Women,Ring,Haritidis,Gold 18ct.,White,5346,39,>50K
4638,Monoch Ring,930,Women,Ring,Haritidis,Gold 18ct.,White,5501,39,<=50K
4639,Monoch Ring,970,Women,Ring,Haritidis,Gold 18ct.,White,3591,34,<=50K
4640,Monoch Ring,1890,Women,Ring,Haritidis,Gold 18ct.,White,5290,39,>50K
4641,Monoch Ring,880,Women,Ring,Haritidis,Gold 18ct.,White,1211,27,<=50K
4642,Monoch Ring,2400,Women,Ring,Haritidis,Gold 18ct.,White,1638,28,>50K
4643,Monoch Ring,1200,Women,Ring,Haritidis,Gold 18ct.,White,7675,48,<=50K
4644,Diamond Ring,500,Women,Ring,Haritidis,Gold 18ct.,White,3075,32,<=50K
4645,Monoch Ring,990,Women,Ring,Haritidis,Gold 18ct.,White,6046,41,>50K
4646,Diamond Ring,950,Women,Ring,Haritidis,Gold 18ct.,White,7122,46,<=50K
4647,Solitaire Ring,750,Women,Ring,Haritidis,Gold 18ct.,White,2709,31,<=50K
4648,Monoch Ring,650,Women,Ring,Haritidis,Gold 18ct.,White,810,25,<=50K
4649,Monoch Ring,870,Women,Ring,Haritidis,Gold 18ct.,White,3402,33,<=50K
4650,Diamond Ring,1050,Women,Ring,Haritidis,Gold 18ct.,White,7088,45,<=50K
4651,Monoch Ring,1700,Women,Ring,Haritidis,Gold 18ct.,White,2700,31,<=50K
4652,Monoch Ring,990,Women,Ring,Haritidis,Gold 18ct.,White,4758,37,<=50K
4653,Monoch Ring,970,Women,Ring,Haritidis,Gold 18ct.,White,6461,43,<=50K
4654,Monoch Ring,1200,Women,Ring,Haritidis,Gold 18ct.,White,5824,40,<=50K
4655,Monoch Ring,1650,Women,Ring,Haritidis,Gold 18ct.,White,3138,33,>50K
4656,Monoch Ring,2700,Women,Ring,Haritidis,Gold 18ct.,White & Gold,7302,46,<=50K
4657,Stavros with diamonds,640,Women,Cross,Haritidis,Gold 18ct.,White,7165,46,<=50K
4658,Bracelet Guess Jewel,39,Men,Bracelet,Guess,Metal Alloy,White,3673,34,<=50K
4659,Necklace Guess Jewel,48,Women,Necklaces,Guess,Metal Alloy,White,6719,44,<=50K
4660,Ring Guess Jewel,39,Women,Ring,Guess,Metal Alloy,Gold,2205,30,<=50K
4661,Necklace Guess Jewel,59,Women,Necklaces,Guess,Metal Alloy,Rose,1981,29,<=50K
4662,Necklace Guess Jewel,59,Women,Necklaces,Guess,Metal Alloy,White,218,23,<=50K
4663,Stavros female,160,Women,Cross,Haritidis,Gold 14ct.,Rose,3800,34,<=50K
4664,Stavros female,240,Women,Cross,Haritidis,Gold 14ct.,Gold,2527,31,<=50K
4665,Stavros female,50,Women,Cross,Haritidis,Gold 14ct.,White,7226,46,>50K
4666,Stavros female,55,Women,Cross,Haritidis,Gold 14ct.,Gold,7327,46,>50K
4667,Stavros female,70,Women,Cross,Haritidis,Gold 14ct.,Gold,4029,35,<=50K
4668,Stavros female,70,Women,Cross,Haritidis,Gold 14ct.,White,3139,33,>50K
4669,Knot heart,145,Women,Necklaces,Haritidis,Gold 14ct.,White,3246,33,>50K
4670,Knot heart,135,Women,Necklaces,Haritidis,Gold 14ct.,Rose,240,23,<=50K
4671,Ring late,1650,Women,Ring,Haritidis,Gold 18ct.,Rose,2113,30,<=50K
4672,Ring late,2300,Women,Ring,Haritidis,Gold 18ct.,Rose,4113,35,<=50K
4673,Necklace pearl,540,Women,Necklaces,Haritidis,Gold 14ct.,White,918,26,>50K
4674,Bracelet pearl,200,Women,Bracelet,Haritidis,Gold 14ct.,White,1229,27,<=50K
4675,Stavros male,255,Men,Cross,Haritidis,Gold 14ct.,Gold,2464,31,<=50K
4676,Stavros male,340,Men,Cross,Haritidis,Gold 14ct.,White & Gold,7293,46,>50K
4677,Necklace monoch,140,Women,Necklaces,Haritidis,Gold 14ct.,Gold,6848,44,<=50K
4678,Necklace monoch,140,Women,Necklaces,Haritidis,Gold 14ct.,Rose,2598,31,<=50K
4679,Necklace monoch,130,Women,Necklaces,Haritidis,Gold 14ct.,White,1580,28,<=50K
4680,Earrings ear jacket,210,Women,Earrings,Haritidis,Gold 14ct.,Gold,3352,33,<=50K
4681,Necklace Stavros,165,Women,Necklaces,Haritidis,Gold 14ct.,Rose,403,24,<=50K
4682,Necklace Stavros,145,Women,Necklaces,Haritidis,Gold 14ct.,Rose,7737,49,<=50K
4683,Ring woman,130,Women,Ring,Haritidis,Gold 14ct.,Gold,7637,48,<=50K
4684,Ring eye,100,Women,Ring,Haritidis,Gold 14ct.,Gold,2367,30,<=50K
4685,Earrings star,80,Women,Earrings,Haritidis,Gold 14ct.,Gold,1985,29,<=50K
4686,Stavros male,170,Men,Cross,Haritidis,Gold 14ct.,White,1958,29,<=50K
4687,Stavros female,180,Women,Cross,Haritidis,Gold 14ct.,Rose,433,24,<=50K
4688,Stavros male,330,Men,Cross,Haritidis,Gold 14ct.,White & Gold,323,23,<=50K
4689,Stavros female,190,Women,Cross,Haritidis,Gold 14ct.,Rose,4548,36,>50K
4690,Ring eye,185,Women,Ring,Haritidis,Gold 14ct.,Rose,4025,35,<=50K
4691,Ring eye,180,Women,Ring,Haritidis,Gold 14ct.,Rose,1984,29,>50K
4692,Ring with pearl,290,Women,Ring,Haritidis,Gold 14ct.,White,4874,37,>50K
4693,Ring mama,140,Women,Ring,Haritidis,Gold 14ct.,Rose,7929,50,<=50K
4694,Bracelet Eye-Cross,145,Women,Bracelet,Haritidis,Gold 14ct.,Gold,6269,42,>50K
4695,Bracelet Eye-Cross,150,Women,Bracelet,Haritidis,Gold 14ct.,White,138,23,<=50K
4696,Necklace Monopto-Cross,185,Women,Necklaces,Haritidis,Gold 14ct.,White,135,23,<=50K
4697,Diamond Stud,450,Women,Earrings,Haritidis,Gold 18ct.,White,2802,31,<=50K
4698,Earrings monopetra,550,Women,Earrings,Haritidis,Gold 18ct.,White,2834,32,<=50K
4699,Earrings monopetra,750,Women,Earrings,Haritidis,Gold 18ct.,White,2187,30,<=50K
4700,Earrings monopetra,490,Women,Earrings,Haritidis,Gold 18ct.,White,7001,45,<=50K
4701,Necklace Babyboy,175,Women,Necklaces,Haritidis,Gold 14ct.,Gold,467,24,<=50K
4702,Necklace Babygirl,175,Women,Necklaces,Haritidis,Gold 14ct.,Gold,6960,45,>50K
4703,Necklace monoch,250,Women,Necklaces,Haritidis,Gold 18ct.,White,65,22,<=50K
4704,Earrings with blue topaz,980,Women,Earrings,Haritidis,Gold 18ct.,Rose,805,25,<=50K
4705,Necklace pearl,590,Women,Necklaces,Haritidis,Gold 18ct.,Rose,6077,41,>50K
4706,Necklace blue topaz,690,Women,Necklaces,Haritidis,Gold 18ct.,White,3947,35,<=50K
4707,Necklace monoch,285,Women,Necklaces,Haritidis,Gold 18ct.,White,4680,37,>50K
4708,Necklace sapphire,380,Women,Necklaces,Haritidis,Gold 18ct.,White,213,23,<=50K
4709,Necklace sapphire,935,Women,Necklaces,Haritidis,Gold 18ct.,White,2526,31,<=50K
4710,Bracelet with diamonds,1110,Women,Bracelet,Haritidis,Gold 18ct.,White & Rose,6825,44,<=50K
4711,Ring ruby,580,Women,Ring,Haritidis,Gold 18ct.,Rose,7363,47,<=50K
4712,Ring with pearl,730,Women,Ring,Haritidis,Gold 18ct.,Rose,4183,35,<=50K
4713,Necklace with diamonds,640,Women,Necklaces,Haritidis,Gold 18ct.,White,3378,33,<=50K
4714,Earrings heart,110,Women,Earrings,Haritidis,Gold 14ct.,Gold,5519,39,<=50K
4715,Earrings cycle,95,Women,Earrings,Haritidis,Gold 14ct.,Gold,364,24,<=50K
4716,Earrings oval,105,Women,Earrings,Haritidis,Gold 14ct.,Gold,605,25,<=50K
4717,Earrings tree her life,100,Women,Earrings,Haritidis,Gold 14ct.,Gold,3683,34,<=50K
4718,Ring woman,195,Women,Ring,Haritidis,Gold 14ct.,White,3718,34,>50K
4719,Ring woman,140,Women,Ring,Haritidis,Gold 14ct.,White,34,22,<=50K
4720,Ring halfway,140,Women,Ring,Haritidis,Gold 14ct.,White,6215,42,>50K
4721,Ring halfway,140,Women,Ring,Haritidis,Gold 14ct.,Rose,170,23,<=50K
4722,Ring monoch,240,Women,Ring,Haritidis,Gold 14ct.,Rose,6134,41,<=50K
4723,Ring monoch,225,Women,Ring,Haritidis,Gold 14ct.,Rose,2491,31,>50K
4724,Ring monoch,260,Women,Ring,Haritidis,Gold 14ct.,Rose,2878,32,>50K
4725,Ring tear,210,Women,Ring,Haritidis,Gold 14ct.,White,2053,29,<=50K
4726,Stavros female,250,Women,Cross,Haritidis,Gold 14ct.,Gold,6313,42,<=50K
4727,Stavros male,230,Men,Cross,Haritidis,Gold 14ct.,Gold,7224,46,>50K
4728,Ring women's,95,Women,Ring,Haritidis,Gold 14ct.,White,3181,33,>50K
4729,Ring women's,95,Women,Ring,Haritidis,Gold 14ct.,White,3612,34,>50K
4730,Ring women's,95,Women,Ring,Haritidis,Gold 14ct.,Rose,4627,37,>50K
4731,Ring women's,95,Women,Ring,Haritidis,Gold 14ct.,Rose,4939,37,>50K
4732,Ring women's,95,Women,Ring,Haritidis,Gold 14ct.,Rose,5900,41,>50K
4733,Ring women's,95,Women,Ring,Haritidis,Gold 14ct.,Rose,3145,33,<=50K
4734,Ring women's,95,Women,Ring,Haritidis,Gold 14ct.,Gold,1233,27,<=50K
4735,Ring women's,95,Women,Ring,Haritidis,Gold 14ct.,Gold,6673,43,<=50K
4736,Ring women's,110,Women,Ring,Haritidis,Gold 14ct.,Gold,5965,41,<=50K
4737,Pearl ring,180,Women,Ring,Haritidis,Gold 14ct.,Rose,6075,41,<=50K
4738,Earrings woman,360,Women,Earrings,Haritidis,Gold 14ct.,Gold,7588,48,>50K
4739,Bracelet riviera with diamonds,4500,Women,Bracelet,Haritidis,Gold 18ct.,White,6640,43,<=50K
4740,Earrings monopetra,65,Women,Earrings,Haritidis,Gold 14ct.,Gold,2386,30,<=50K
4741,Necklace monogram with wings,260,Women,Necklaces,Haritidis,Gold 14ct.,White,1828,29,>50K
4742,Stavros male,220,Men,Cross,Haritidis,Gold 14ct.,White,127,23,<=50K
4743,Stavros male,235,Men,Cross,Haritidis,Gold 14ct.,White,7144,46,>50K
4744,Stavros male,240,Men,Cross,Haritidis,Gold 14ct.,Gold,5221,38,<=50K
4745,Stavros male,230,Men,Cross,Haritidis,Gold 14ct.,White,1107,27,>50K
4746,Stavros female,240,Women,Cross,Haritidis,Gold 14ct.,Gold,797,25,<=50K
4747,Stavros female,260,Women,Cross,Haritidis,Gold 14ct.,White,836,26,<=50K
4748,Stavros female,250,Women,Cross,Haritidis,Gold 14ct.,White,5015,38,<=50K
4749,Stavros male,225,Men,Cross,Haritidis,Gold 14ct.,Gold,7840,49,<=50K
4750,Stavros male,240,Men,Cross,Haritidis,Gold 14ct.,Gold,2177,30,<=50K
4751,Stavros male,220,Men,Cross,Haritidis,Gold 14ct.,White & Gold,4127,35,<=50K
4752,Stavros male,220,Men,Cross,Haritidis,Gold 14ct.,White & Gold,235,23,<=50K
4753,Stavros male,230,Men,Cross,Haritidis,Gold 14ct.,White & Gold,425,24,<=50K
4754,Stavros male,210,Men,Cross,Haritidis,Gold 14ct.,White,7614,48,<=50K
4755,Stavros male,220,Men,Cross,Haritidis,Gold 14ct.,White,3574,34,>50K
4756,Stavros male,230,Men,Cross,Haritidis,Gold 14ct.,White & Gold,5247,38,<=50K
4757,Stavros male,255,Men,Cross,Haritidis,Gold 14ct.,White,6402,42,<=50K
4758,Stavros male,255,Men,Cross,Haritidis,Gold 14ct.,White,3098,32,<=50K
4759,Stavros male,240,Men,Cross,Haritidis,Gold 14ct.,White,2801,31,<=50K
4760,Stavros female,225,Women,Cross,Haritidis,Gold 14ct.,White,3873,35,<=50K
4761,Stavros female,195,Women,Cross,Haritidis,Gold 14ct.,Gold,651,25,<=50K
4762,Stavros female,180,Women,Cross,Haritidis,Gold 14ct.,Gold,3286,33,>50K
4763,Stavros female,220,Women,Cross,Haritidis,Gold 14ct.,Gold,7918,50,<=50K
4764,Stavros female,225,Women,Cross,Haritidis,Gold 14ct.,White,3733,34,>50K
4765,Stavros female,215,Women,Cross,Haritidis,Gold 14ct.,Gold,5453,39,>50K
4766,Stavros female,260,Women,Cross,Haritidis,Gold 14ct.,Gold,2411,30,<=50K
4767,Stavros female,260,Women,Cross,Haritidis,Gold 14ct.,Gold,6837,44,<=50K
4768,Stavros female,240,Women,Cross,Haritidis,Gold 14ct.,White,5535,39,<=50K
4769,Stavros female,230,Women,Cross,Haritidis,Gold 14ct.,White,479,24,<=50K
4770,Stavros female,230,Women,Cross,Haritidis,Gold 14ct.,White,2366,30,<=50K
4771,Stavros female,230,Women,Cross,Haritidis,Gold 14ct.,Gold,7472,47,<=50K
4772,Stavros female,170,Women,Cross,Haritidis,Gold 14ct.,White,7337,46,>50K
4773,Stavros female,170,Women,Cross,Haritidis,Gold 14ct.,Gold,3381,33,<=50K
4774,Stavros female,200,Women,Cross,Haritidis,Gold 14ct.,White,6915,45,>50K
4775,Stavros female,200,Women,Cross,Haritidis,Gold 14ct.,Gold,3595,34,<=50K
